id,image,h_div,num_of_swap,swap_log,grid_w,grid_h,factor,source_image
3637,000000291665_f28_h2_s1.png,2,1,"[[1, 2]]",2,2,28,COCO_train2014_000000291665.jpg
3638,000000291760_f28_h4_s1.png,4,1,"[[1, 6]]",3,4,28,COCO_train2014_000000291760.jpg
3639,000000291827_f28_h4_s2.png,4,2,"[[17, 16], [12, 1]]",5,4,28,COCO_train2014_000000291827.jpg
3640,000000291868_f28_h2_s3.png,2,3,"[[0, 1], [3, 5], [4, 3]]",3,2,28,COCO_train2014_000000291868.jpg
3641,000000291915_f28_h3_s3.png,3,3,"[[7, 9], [2, 4], [1, 3]]",4,3,28,COCO_train2014_000000291915.jpg
3642,000000292055_f28_h4_s3.png,4,3,"[[5, 8], [0, 5], [7, 2]]",3,4,28,COCO_train2014_000000292055.jpg
3643,000000292127_f28_h4_s2.png,4,2,"[[8, 5], [13, 2]]",5,4,28,COCO_train2014_000000292127.jpg
3644,000000292136_f28_h2_s3.png,2,3,"[[0, 1], [0, 1], [2, 0]]",2,2,28,COCO_train2014_000000292136.jpg
3645,000000292177_f28_h4_s2.png,4,2,"[[5, 1], [6, 2]]",2,4,28,COCO_train2014_000000292177.jpg
3646,000000292258_f28_h4_s3.png,4,3,"[[12, 18], [1, 15], [17, 11]]",5,4,28,COCO_train2014_000000292258.jpg
3647,000000292346_f28_h4_s1.png,4,1,"[[11, 4]]",4,4,28,COCO_train2014_000000292346.jpg
3648,000000292574_f28_h4_s1.png,4,1,"[[9, 2]]",4,4,28,COCO_train2014_000000292574.jpg
3649,000000292579_f28_h2_s3.png,2,3,"[[1, 3], [2, 1], [2, 1]]",2,2,28,COCO_train2014_000000292579.jpg
3650,000000292823_f28_h2_s1.png,2,1,"[[3, 1]]",2,2,28,COCO_train2014_000000292823.jpg
3651,000000292833_f28_h3_s3.png,3,3,"[[5, 4], [10, 7], [5, 2]]",4,3,28,COCO_train2014_000000292833.jpg
3652,000000292887_f28_h2_s1.png,2,1,"[[0, 2]]",3,2,28,COCO_train2014_000000292887.jpg
3653,000000293090_f28_h2_s1.png,2,1,"[[3, 1]]",2,2,28,COCO_train2014_000000293090.jpg
3654,000000293271_f28_h4_s3.png,4,3,"[[11, 7], [10, 9], [11, 1]]",3,4,28,COCO_train2014_000000293271.jpg
3655,000000293274_f28_h3_s2.png,3,2,"[[6, 3], [3, 11]]",4,3,28,COCO_train2014_000000293274.jpg
3656,000000293371_f28_h3_s3.png,3,3,"[[5, 1], [3, 1], [0, 2]]",2,3,28,COCO_train2014_000000293371.jpg
3657,000000293383_f28_h4_s3.png,4,3,"[[12, 5], [2, 16], [11, 0]]",5,4,28,COCO_train2014_000000293383.jpg
3658,000000293428_f28_h4_s3.png,4,3,"[[1, 3], [19, 12], [7, 1]]",5,4,28,COCO_train2014_000000293428.jpg
3659,000000293448_f28_h3_s2.png,3,2,"[[5, 1], [0, 4]]",2,3,28,COCO_train2014_000000293448.jpg
3660,000000293573_f28_h4_s1.png,4,1,"[[20, 24]]",8,4,28,COCO_train2014_000000293573.jpg
3661,000000293647_f28_h4_s3.png,4,3,"[[4, 9], [19, 7], [10, 7]]",5,4,28,COCO_train2014_000000293647.jpg
3662,000000293723_f28_h3_s1.png,3,1,"[[0, 2]]",3,3,28,COCO_train2014_000000293723.jpg
3663,000000293792_f28_h4_s1.png,4,1,"[[12, 15]]",5,4,28,COCO_train2014_000000293792.jpg
3664,000000294034_f28_h3_s3.png,3,3,"[[4, 1], [6, 5], [2, 5]]",3,3,28,COCO_train2014_000000294034.jpg
3665,000000294090_f28_h3_s2.png,3,2,"[[10, 5], [4, 5]]",4,3,28,COCO_train2014_000000294090.jpg
3666,000000294100_f28_h3_s1.png,3,1,"[[4, 1]]",2,3,28,COCO_train2014_000000294100.jpg
3667,000000294107_f28_h4_s2.png,4,2,"[[22, 2], [15, 20]]",6,4,28,COCO_train2014_000000294107.jpg
3668,000000294346_f28_h4_s1.png,4,1,"[[14, 18]]",5,4,28,COCO_train2014_000000294346.jpg
3669,000000294371_f28_h2_s1.png,2,1,"[[2, 0]]",2,2,28,COCO_train2014_000000294371.jpg
3670,000000294574_f28_h4_s3.png,4,3,"[[3, 5], [17, 14], [16, 17]]",7,4,28,COCO_train2014_000000294574.jpg
3671,000000294580_f28_h4_s2.png,4,2,"[[6, 7], [6, 4]]",2,4,28,COCO_train2014_000000294580.jpg
3672,000000294692_f28_h4_s3.png,4,3,"[[2, 7], [0, 3], [5, 3]]",2,4,28,COCO_train2014_000000294692.jpg
3673,000000294716_f28_h4_s3.png,4,3,"[[4, 16], [3, 9], [14, 4]]",5,4,28,COCO_train2014_000000294716.jpg
3674,000000294730_f28_h3_s2.png,3,2,"[[1, 0], [0, 5]]",2,3,28,COCO_train2014_000000294730.jpg
3675,000000294761_f28_h4_s3.png,4,3,"[[12, 8], [5, 9], [4, 7]]",5,4,28,COCO_train2014_000000294761.jpg
3676,000000294787_f28_h4_s3.png,4,3,"[[7, 10], [14, 2], [7, 3]]",4,4,28,COCO_train2014_000000294787.jpg
3677,000000294866_f28_h4_s1.png,4,1,"[[4, 1]]",4,4,28,COCO_train2014_000000294866.jpg
3678,000000294909_f28_h4_s3.png,4,3,"[[17, 15], [0, 13], [5, 19]]",5,4,28,COCO_train2014_000000294909.jpg
3679,000000294942_f28_h2_s1.png,2,1,"[[0, 3]]",2,2,28,COCO_train2014_000000294942.jpg
3680,000000295015_f28_h4_s3.png,4,3,"[[6, 5], [4, 3], [1, 4]]",5,4,28,COCO_train2014_000000295015.jpg
3681,000000295106_f28_h2_s3.png,2,3,"[[3, 1], [3, 1], [0, 1]]",2,2,28,COCO_train2014_000000295106.jpg
3682,000000295321_f28_h2_s3.png,2,3,"[[3, 2], [3, 0], [0, 3]]",2,2,28,COCO_train2014_000000295321.jpg
3683,000000295460_f28_h2_s2.png,2,2,"[[1, 3], [3, 0]]",3,2,28,COCO_train2014_000000295460.jpg
3684,000000295556_f28_h3_s1.png,3,1,"[[11, 3]]",4,3,28,COCO_train2014_000000295556.jpg
3685,000000295558_f28_h4_s2.png,4,2,"[[10, 7], [2, 19]]",5,4,28,COCO_train2014_000000295558.jpg
3686,000000295560_f28_h4_s1.png,4,1,"[[15, 8]]",5,4,28,COCO_train2014_000000295560.jpg
3687,000000295748_f28_h3_s3.png,3,3,"[[10, 2], [3, 6], [4, 7]]",4,3,28,COCO_train2014_000000295748.jpg
3688,000000295778_f28_h4_s2.png,4,2,"[[10, 1], [0, 1]]",3,4,28,COCO_train2014_000000295778.jpg
3689,000000295804_f28_h2_s3.png,2,3,"[[0, 2], [3, 0], [0, 2]]",2,2,28,COCO_train2014_000000295804.jpg
3690,000000295815_f28_h3_s2.png,3,2,"[[5, 4], [3, 4]]",2,3,28,COCO_train2014_000000295815.jpg
3691,000000296033_f28_h2_s2.png,2,2,"[[0, 3], [0, 2]]",2,2,28,COCO_train2014_000000296033.jpg
3692,000000296040_f28_h3_s3.png,3,3,"[[6, 7], [4, 1], [1, 0]]",4,3,28,COCO_train2014_000000296040.jpg
3693,000000296137_f28_h4_s2.png,4,2,"[[11, 9], [2, 23]]",6,4,28,COCO_train2014_000000296137.jpg
3694,000000296187_f28_h2_s3.png,2,3,"[[1, 3], [0, 4], [4, 2]]",3,2,28,COCO_train2014_000000296187.jpg
3695,000000296211_f28_h2_s2.png,2,2,"[[2, 3], [3, 0]]",2,2,28,COCO_train2014_000000296211.jpg
3696,000000296225_f28_h4_s3.png,4,3,"[[0, 12], [17, 6], [13, 14]]",6,4,28,COCO_train2014_000000296225.jpg
3697,000000296286_f28_h4_s1.png,4,1,"[[9, 18]]",5,4,28,COCO_train2014_000000296286.jpg
3698,000000296384_f28_h2_s2.png,2,2,"[[3, 0], [3, 2]]",2,2,28,COCO_train2014_000000296384.jpg
3699,000000296439_f28_h3_s1.png,3,1,"[[8, 3]]",4,3,28,COCO_train2014_000000296439.jpg
3700,000000296560_f28_h4_s2.png,4,2,"[[17, 18], [16, 19]]",5,4,28,COCO_train2014_000000296560.jpg
3701,000000296690_f28_h2_s2.png,2,2,"[[3, 2], [0, 2]]",2,2,28,COCO_train2014_000000296690.jpg
3702,000000296700_f28_h2_s2.png,2,2,"[[3, 0], [2, 1]]",2,2,28,COCO_train2014_000000296700.jpg
3703,000000296739_f28_h3_s2.png,3,2,"[[0, 5], [1, 2]]",2,3,28,COCO_train2014_000000296739.jpg
3704,000000296755_f28_h2_s1.png,2,1,"[[1, 4]]",3,2,28,COCO_train2014_000000296755.jpg
3705,000000296995_f28_h4_s2.png,4,2,"[[14, 17], [18, 17]]",5,4,28,COCO_train2014_000000296995.jpg
3706,000000297154_f28_h2_s2.png,2,2,"[[0, 2], [0, 3]]",2,2,28,COCO_train2014_000000297154.jpg
3707,000000297191_f28_h2_s3.png,2,3,"[[2, 0], [0, 2], [2, 1]]",2,2,28,COCO_train2014_000000297191.jpg
3708,000000297242_f28_h4_s2.png,4,2,"[[3, 15], [15, 14]]",5,4,28,COCO_train2014_000000297242.jpg
3709,000000297258_f28_h3_s3.png,3,3,"[[1, 11], [11, 2], [7, 4]]",4,3,28,COCO_train2014_000000297258.jpg
3710,000000297370_f28_h3_s3.png,3,3,"[[2, 1], [1, 3], [4, 1]]",3,3,28,COCO_train2014_000000297370.jpg
3711,000000297394_f28_h4_s3.png,4,3,"[[18, 12], [4, 14], [8, 5]]",5,4,28,COCO_train2014_000000297394.jpg
3712,000000297415_f28_h2_s1.png,2,1,"[[3, 1]]",2,2,28,COCO_train2014_000000297415.jpg
3713,000000297462_f28_h4_s3.png,4,3,"[[2, 15], [1, 26], [22, 8]]",7,4,28,COCO_train2014_000000297462.jpg
3714,000000297552_f28_h4_s3.png,4,3,"[[11, 8], [4, 3], [26, 17]]",7,4,28,COCO_train2014_000000297552.jpg
3715,000000297617_f28_h3_s3.png,3,3,"[[4, 6], [7, 14], [13, 0]]",5,3,28,COCO_train2014_000000297617.jpg
3716,000000297637_f28_h3_s2.png,3,2,"[[8, 2], [0, 10]]",4,3,28,COCO_train2014_000000297637.jpg
3717,000000297684_f28_h3_s2.png,3,2,"[[0, 1], [0, 2]]",3,3,28,COCO_train2014_000000297684.jpg
3718,000000297738_f28_h4_s2.png,4,2,"[[7, 23], [10, 14]]",6,4,28,COCO_train2014_000000297738.jpg
3719,000000297765_f28_h3_s1.png,3,1,"[[7, 2]]",4,3,28,COCO_train2014_000000297765.jpg
3720,000000297798_f28_h3_s2.png,3,2,"[[2, 9], [2, 9]]",5,3,28,COCO_train2014_000000297798.jpg
3721,000000297828_f28_h4_s2.png,4,2,"[[8, 0], [1, 3]]",5,4,28,COCO_train2014_000000297828.jpg
3722,000000297843_f28_h3_s3.png,3,3,"[[10, 8], [2, 3], [11, 4]]",4,3,28,COCO_train2014_000000297843.jpg
3723,000000297919_f28_h4_s2.png,4,2,"[[7, 2], [4, 14]]",5,4,28,COCO_train2014_000000297919.jpg
3724,000000297967_f28_h4_s2.png,4,2,"[[0, 16], [2, 1]]",5,4,28,COCO_train2014_000000297967.jpg
3725,000000298008_f28_h3_s3.png,3,3,"[[5, 0], [0, 1], [4, 2]]",2,3,28,COCO_train2014_000000298008.jpg
3726,000000298224_f28_h2_s3.png,2,3,"[[1, 2], [0, 3], [0, 2]]",2,2,28,COCO_train2014_000000298224.jpg
3727,000000298297_f28_h2_s2.png,2,2,"[[0, 3], [0, 3]]",2,2,28,COCO_train2014_000000298297.jpg
3728,000000298464_f28_h3_s1.png,3,1,"[[7, 0]]",4,3,28,COCO_train2014_000000298464.jpg
3729,000000298810_f28_h4_s1.png,4,1,"[[6, 1]]",7,4,28,COCO_train2014_000000298810.jpg
3730,000000299024_f28_h2_s2.png,2,2,"[[0, 2], [2, 3]]",2,2,28,COCO_train2014_000000299024.jpg
3731,000000299357_f28_h3_s2.png,3,2,"[[11, 10], [1, 9]]",4,3,28,COCO_train2014_000000299357.jpg
3732,000000299367_f28_h4_s2.png,4,2,"[[5, 6], [4, 1]]",2,4,28,COCO_train2014_000000299367.jpg
3733,000000299394_f28_h4_s1.png,4,1,"[[18, 16]]",5,4,28,COCO_train2014_000000299394.jpg
3734,000000299417_f28_h3_s2.png,3,2,"[[4, 5], [4, 1]]",2,3,28,COCO_train2014_000000299417.jpg
3735,000000299443_f28_h3_s2.png,3,2,"[[2, 5], [4, 8]]",3,3,28,COCO_train2014_000000299443.jpg
3736,000000299585_f28_h2_s2.png,2,2,"[[0, 3], [1, 2]]",2,2,28,COCO_train2014_000000299585.jpg
3737,000000299632_f28_h2_s2.png,2,2,"[[4, 0], [1, 0]]",3,2,28,COCO_train2014_000000299632.jpg
3738,000000299833_f28_h2_s2.png,2,2,"[[2, 0], [1, 2]]",2,2,28,COCO_train2014_000000299833.jpg
3739,000000299974_f28_h4_s3.png,4,3,"[[19, 12], [7, 5], [2, 15]]",5,4,28,COCO_train2014_000000299974.jpg
3740,000000300052_f28_h3_s1.png,3,1,"[[11, 5]]",4,3,28,COCO_train2014_000000300052.jpg
3741,000000300103_f28_h3_s2.png,3,2,"[[8, 3], [5, 2]]",4,3,28,COCO_train2014_000000300103.jpg
3742,000000300198_f28_h3_s3.png,3,3,"[[0, 7], [4, 9], [6, 0]]",4,3,28,COCO_train2014_000000300198.jpg
3743,000000300284_f28_h4_s2.png,4,2,"[[14, 6], [18, 17]]",5,4,28,COCO_train2014_000000300284.jpg
3744,000000300499_f28_h2_s3.png,2,3,"[[2, 1], [1, 3], [2, 0]]",2,2,28,COCO_train2014_000000300499.jpg
3745,000000300510_f28_h3_s1.png,3,1,"[[6, 4]]",3,3,28,COCO_train2014_000000300510.jpg
3746,000000300568_f28_h3_s1.png,3,1,"[[8, 0]]",4,3,28,COCO_train2014_000000300568.jpg
3747,000000300629_f28_h3_s2.png,3,2,"[[0, 8], [7, 4]]",4,3,28,COCO_train2014_000000300629.jpg
3748,000000300712_f28_h4_s1.png,4,1,"[[12, 11]]",6,4,28,COCO_train2014_000000300712.jpg
3749,000000301209_f28_h3_s2.png,3,2,"[[1, 6], [6, 2]]",4,3,28,COCO_train2014_000000301209.jpg
3750,000000301549_f28_h3_s2.png,3,2,"[[1, 0], [7, 11]]",4,3,28,COCO_train2014_000000301549.jpg
3751,000000301605_f28_h4_s2.png,4,2,"[[0, 4], [7, 3]]",5,4,28,COCO_train2014_000000301605.jpg
3752,000000301615_f28_h2_s1.png,2,1,"[[3, 2]]",2,2,28,COCO_train2014_000000301615.jpg
3753,000000301649_f28_h3_s1.png,3,1,"[[9, 11]]",4,3,28,COCO_train2014_000000301649.jpg
3754,000000301651_f28_h2_s1.png,2,1,"[[2, 3]]",3,2,28,COCO_train2014_000000301651.jpg
3755,000000301730_f28_h4_s2.png,4,2,"[[12, 0], [5, 2]]",4,4,28,COCO_train2014_000000301730.jpg
3756,000000301851_f28_h4_s1.png,4,1,"[[6, 5]]",2,4,28,COCO_train2014_000000301851.jpg
3757,000000302029_f28_h4_s2.png,4,2,"[[7, 11], [8, 23]]",6,4,28,COCO_train2014_000000302029.jpg
3758,000000302076_f28_h2_s1.png,2,1,"[[0, 3]]",2,2,28,COCO_train2014_000000302076.jpg
3759,000000302102_f28_h2_s1.png,2,1,"[[3, 1]]",2,2,28,COCO_train2014_000000302102.jpg
3760,000000302201_f28_h4_s2.png,4,2,"[[1, 0], [5, 14]]",6,4,28,COCO_train2014_000000302201.jpg
3761,000000302343_f28_h4_s1.png,4,1,"[[2, 11]]",6,4,28,COCO_train2014_000000302343.jpg
3762,000000302364_f28_h2_s3.png,2,3,"[[1, 3], [5, 4], [2, 4]]",3,2,28,COCO_train2014_000000302364.jpg
3763,000000302396_f28_h4_s3.png,4,3,"[[5, 0], [7, 2], [0, 7]]",2,4,28,COCO_train2014_000000302396.jpg
3764,000000302511_f28_h3_s3.png,3,3,"[[6, 4], [14, 1], [11, 12]]",6,3,28,COCO_train2014_000000302511.jpg
3765,000000302568_f28_h4_s1.png,4,1,"[[7, 2]]",5,4,28,COCO_train2014_000000302568.jpg
3766,000000302576_f28_h2_s1.png,2,1,"[[3, 2]]",3,2,28,COCO_train2014_000000302576.jpg
3767,000000302618_f28_h4_s3.png,4,3,"[[6, 10], [23, 0], [6, 23]]",6,4,28,COCO_train2014_000000302618.jpg
3768,000000302678_f28_h4_s1.png,4,1,"[[0, 5]]",4,4,28,COCO_train2014_000000302678.jpg
3769,000000302728_f28_h3_s1.png,3,1,"[[0, 4]]",4,3,28,COCO_train2014_000000302728.jpg
3770,000000302756_f28_h3_s1.png,3,1,"[[8, 4]]",3,3,28,COCO_train2014_000000302756.jpg
3771,000000302845_f28_h2_s1.png,2,1,"[[2, 3]]",2,2,28,COCO_train2014_000000302845.jpg
3772,000000302940_f28_h4_s1.png,4,1,"[[7, 11]]",5,4,28,COCO_train2014_000000302940.jpg
3773,000000303003_f28_h4_s3.png,4,3,"[[2, 9], [5, 6], [3, 6]]",3,4,28,COCO_train2014_000000303003.jpg
3774,000000303137_f28_h4_s3.png,4,3,"[[10, 4], [1, 12], [12, 2]]",5,4,28,COCO_train2014_000000303137.jpg
3775,000000303318_f28_h2_s1.png,2,1,"[[3, 4]]",3,2,28,COCO_train2014_000000303318.jpg
3776,000000303392_f28_h4_s3.png,4,3,"[[0, 21], [0, 13], [18, 13]]",6,4,28,COCO_train2014_000000303392.jpg
3777,000000303438_f28_h4_s1.png,4,1,"[[2, 18]]",6,4,28,COCO_train2014_000000303438.jpg
3778,000000303484_f28_h3_s3.png,3,3,"[[7, 8], [4, 0], [11, 3]]",4,3,28,COCO_train2014_000000303484.jpg
3779,000000303495_f28_h3_s3.png,3,3,"[[4, 11], [2, 4], [10, 3]]",4,3,28,COCO_train2014_000000303495.jpg
3780,000000303586_f28_h4_s2.png,4,2,"[[9, 10], [11, 14]]",4,4,28,COCO_train2014_000000303586.jpg
3781,000000303870_f28_h3_s2.png,3,2,"[[6, 13], [13, 14]]",5,3,28,COCO_train2014_000000303870.jpg
3782,000000303935_f28_h2_s2.png,2,2,"[[2, 0], [1, 0]]",2,2,28,COCO_train2014_000000303935.jpg
3783,000000303959_f28_h4_s2.png,4,2,"[[0, 3], [15, 6]]",5,4,28,COCO_train2014_000000303959.jpg
3784,000000304126_f28_h3_s1.png,3,1,"[[3, 1]]",2,3,28,COCO_train2014_000000304126.jpg
3785,000000304238_f28_h3_s1.png,3,1,"[[7, 9]]",4,3,28,COCO_train2014_000000304238.jpg
3786,000000304530_f28_h4_s1.png,4,1,"[[10, 2]]",3,4,28,COCO_train2014_000000304530.jpg
3787,000000304693_f28_h4_s3.png,4,3,"[[4, 8], [7, 10], [10, 3]]",5,4,28,COCO_train2014_000000304693.jpg
3788,000000304866_f28_h4_s1.png,4,1,"[[18, 1]]",5,4,28,COCO_train2014_000000304866.jpg
3789,000000304939_f28_h4_s2.png,4,2,"[[1, 12], [7, 0]]",5,4,28,COCO_train2014_000000304939.jpg
3790,000000304963_f28_h4_s3.png,4,3,"[[17, 13], [16, 8], [7, 0]]",5,4,28,COCO_train2014_000000304963.jpg
3791,000000305055_f28_h2_s1.png,2,1,"[[0, 2]]",2,2,28,COCO_train2014_000000305055.jpg
3792,000000305100_f28_h3_s2.png,3,2,"[[1, 2], [4, 0]]",2,3,28,COCO_train2014_000000305100.jpg
3793,000000305104_f28_h3_s2.png,3,2,"[[5, 10], [8, 9]]",4,3,28,COCO_train2014_000000305104.jpg
3794,000000305270_f28_h3_s2.png,3,2,"[[9, 2], [1, 3]]",4,3,28,COCO_train2014_000000305270.jpg
3795,000000305282_f28_h4_s3.png,4,3,"[[18, 13], [9, 5], [12, 1]]",5,4,28,COCO_train2014_000000305282.jpg
3796,000000305287_f28_h2_s1.png,2,1,"[[3, 2]]",2,2,28,COCO_train2014_000000305287.jpg
3797,000000305431_f28_h2_s1.png,2,1,"[[5, 1]]",3,2,28,COCO_train2014_000000305431.jpg
3798,000000305450_f28_h3_s2.png,3,2,"[[5, 2], [1, 5]]",3,3,28,COCO_train2014_000000305450.jpg
3799,000000305577_f28_h3_s2.png,3,2,"[[0, 10], [2, 0]]",4,3,28,COCO_train2014_000000305577.jpg
3800,000000305686_f28_h3_s1.png,3,1,"[[1, 6]]",4,3,28,COCO_train2014_000000305686.jpg
3801,000000305778_f28_h2_s1.png,2,1,"[[5, 4]]",3,2,28,COCO_train2014_000000305778.jpg
3802,000000305923_f28_h2_s1.png,2,1,"[[1, 4]]",3,2,28,COCO_train2014_000000305923.jpg
3803,000000306074_f28_h4_s1.png,4,1,"[[1, 6]]",2,4,28,COCO_train2014_000000306074.jpg
3804,000000306161_f28_h4_s3.png,4,3,"[[5, 2], [11, 17], [3, 17]]",5,4,28,COCO_train2014_000000306161.jpg
3805,000000306384_f28_h4_s2.png,4,2,"[[11, 0], [10, 5]]",3,4,28,COCO_train2014_000000306384.jpg
3806,000000306456_f28_h4_s1.png,4,1,"[[6, 0]]",2,4,28,COCO_train2014_000000306456.jpg
3807,000000306499_f28_h2_s3.png,2,3,"[[3, 0], [2, 1], [0, 3]]",2,2,28,COCO_train2014_000000306499.jpg
3808,000000306511_f28_h4_s2.png,4,2,"[[18, 14], [15, 5]]",5,4,28,COCO_train2014_000000306511.jpg
3809,000000306522_f28_h4_s3.png,4,3,"[[1, 4], [0, 6], [0, 7]]",2,4,28,COCO_train2014_000000306522.jpg
3810,000000306681_f28_h3_s3.png,3,3,"[[11, 9], [3, 1], [8, 6]]",4,3,28,COCO_train2014_000000306681.jpg
3811,000000306722_f28_h4_s1.png,4,1,"[[16, 19]]",5,4,28,COCO_train2014_000000306722.jpg
3812,000000306791_f28_h3_s1.png,3,1,"[[8, 4]]",4,3,28,COCO_train2014_000000306791.jpg
3813,000000306822_f28_h3_s2.png,3,2,"[[0, 11], [1, 9]]",4,3,28,COCO_train2014_000000306822.jpg
3814,000000306833_f28_h2_s1.png,2,1,"[[3, 0]]",2,2,28,COCO_train2014_000000306833.jpg
3815,000000306878_f28_h2_s1.png,2,1,"[[1, 5]]",3,2,28,COCO_train2014_000000306878.jpg
3816,000000306900_f28_h2_s3.png,2,3,"[[2, 3], [1, 3], [1, 0]]",2,2,28,COCO_train2014_000000306900.jpg
3817,000000306913_f28_h4_s1.png,4,1,"[[1, 9]]",5,4,28,COCO_train2014_000000306913.jpg
3818,000000307030_f28_h3_s2.png,3,2,"[[4, 11], [3, 2]]",4,3,28,COCO_train2014_000000307030.jpg
3819,000000307033_f28_h4_s3.png,4,3,"[[3, 2], [13, 11], [18, 6]]",5,4,28,COCO_train2014_000000307033.jpg
3820,000000307113_f28_h4_s1.png,4,1,"[[4, 12]]",4,4,28,COCO_train2014_000000307113.jpg
3821,000000307125_f28_h4_s3.png,4,3,"[[0, 3], [1, 11], [6, 0]]",4,4,28,COCO_train2014_000000307125.jpg
3822,000000307148_f28_h3_s3.png,3,3,"[[11, 2], [3, 2], [2, 8]]",4,3,28,COCO_train2014_000000307148.jpg
3823,000000307270_f28_h3_s2.png,3,2,"[[2, 1], [3, 6]]",4,3,28,COCO_train2014_000000307270.jpg
3824,000000307280_f28_h4_s1.png,4,1,"[[1, 5]]",5,4,28,COCO_train2014_000000307280.jpg
3825,000000307497_f28_h4_s1.png,4,1,"[[13, 10]]",5,4,28,COCO_train2014_000000307497.jpg
3826,000000307499_f28_h2_s2.png,2,2,"[[2, 1], [1, 0]]",2,2,28,COCO_train2014_000000307499.jpg
3827,000000307507_f28_h4_s1.png,4,1,"[[11, 7]]",5,4,28,COCO_train2014_000000307507.jpg
3828,000000307567_f28_h3_s2.png,3,2,"[[6, 10], [1, 10]]",4,3,28,COCO_train2014_000000307567.jpg
3829,000000307817_f28_h4_s1.png,4,1,"[[4, 2]]",5,4,28,COCO_train2014_000000307817.jpg
3830,000000307869_f28_h4_s1.png,4,1,"[[5, 10]]",4,4,28,COCO_train2014_000000307869.jpg
3831,000000308027_f28_h2_s2.png,2,2,"[[5, 0], [3, 2]]",3,2,28,COCO_train2014_000000308027.jpg
3832,000000308034_f28_h3_s3.png,3,3,"[[0, 3], [9, 8], [3, 1]]",4,3,28,COCO_train2014_000000308034.jpg
3833,000000308100_f28_h2_s2.png,2,2,"[[1, 3], [2, 0]]",2,2,28,COCO_train2014_000000308100.jpg
3834,000000308125_f28_h4_s2.png,4,2,"[[12, 2], [4, 10]]",4,4,28,COCO_train2014_000000308125.jpg
3835,000000308143_f28_h2_s1.png,2,1,"[[0, 2]]",2,2,28,COCO_train2014_000000308143.jpg
3836,000000308145_f28_h3_s1.png,3,1,"[[8, 0]]",4,3,28,COCO_train2014_000000308145.jpg
3837,000000308221_f28_h3_s2.png,3,2,"[[8, 5], [6, 7]]",4,3,28,COCO_train2014_000000308221.jpg
3838,000000308292_f28_h3_s1.png,3,1,"[[6, 3]]",4,3,28,COCO_train2014_000000308292.jpg
3839,000000308297_f28_h4_s2.png,4,2,"[[4, 2], [18, 16]]",5,4,28,COCO_train2014_000000308297.jpg
3840,000000308302_f28_h3_s2.png,3,2,"[[2, 0], [2, 5]]",2,3,28,COCO_train2014_000000308302.jpg
3841,000000308310_f28_h3_s2.png,3,2,"[[4, 11], [0, 8]]",4,3,28,COCO_train2014_000000308310.jpg
3842,000000308312_f28_h3_s2.png,3,2,"[[3, 11], [4, 10]]",4,3,28,COCO_train2014_000000308312.jpg
3843,000000308372_f28_h2_s3.png,2,3,"[[1, 3], [3, 1], [0, 2]]",2,2,28,COCO_train2014_000000308372.jpg
3844,000000308432_f28_h4_s3.png,4,3,"[[6, 2], [7, 3], [2, 3]]",3,4,28,COCO_train2014_000000308432.jpg
3845,000000308444_f28_h3_s1.png,3,1,"[[6, 1]]",4,3,28,COCO_train2014_000000308444.jpg
3846,000000308548_f28_h2_s2.png,2,2,"[[1, 2], [1, 3]]",2,2,28,COCO_train2014_000000308548.jpg
3847,000000308796_f28_h3_s3.png,3,3,"[[8, 5], [4, 11], [2, 1]]",4,3,28,COCO_train2014_000000308796.jpg
3848,000000308829_f28_h4_s3.png,4,3,"[[16, 21], [1, 18], [23, 15]]",6,4,28,COCO_train2014_000000308829.jpg
3849,000000308905_f28_h4_s3.png,4,3,"[[9, 1], [11, 9], [6, 2]]",3,4,28,COCO_train2014_000000308905.jpg
3850,000000309060_f28_h4_s1.png,4,1,"[[9, 2]]",5,4,28,COCO_train2014_000000309060.jpg
3851,000000309163_f28_h4_s3.png,4,3,"[[18, 22], [12, 8], [7, 6]]",6,4,28,COCO_train2014_000000309163.jpg
3852,000000309181_f28_h4_s2.png,4,2,"[[7, 4], [9, 15]]",5,4,28,COCO_train2014_000000309181.jpg
3853,000000309192_f28_h2_s2.png,2,2,"[[0, 2], [1, 0]]",2,2,28,COCO_train2014_000000309192.jpg
3854,000000309311_f28_h2_s2.png,2,2,"[[1, 0], [1, 0]]",2,2,28,COCO_train2014_000000309311.jpg
3855,000000309412_f28_h2_s3.png,2,3,"[[2, 3], [3, 1], [0, 2]]",2,2,28,COCO_train2014_000000309412.jpg
3856,000000309496_f28_h4_s2.png,4,2,"[[5, 8], [11, 6]]",3,4,28,COCO_train2014_000000309496.jpg
3857,000000309599_f28_h4_s3.png,4,3,"[[8, 7], [10, 13], [14, 6]]",4,4,28,COCO_train2014_000000309599.jpg
3858,000000309791_f28_h4_s3.png,4,3,"[[23, 8], [23, 20], [10, 6]]",6,4,28,COCO_train2014_000000309791.jpg
3859,000000309878_f28_h3_s1.png,3,1,"[[6, 5]]",4,3,28,COCO_train2014_000000309878.jpg
3860,000000310020_f28_h4_s2.png,4,2,"[[8, 13], [12, 17]]",5,4,28,COCO_train2014_000000310020.jpg
3861,000000310140_f28_h3_s1.png,3,1,"[[6, 3]]",4,3,28,COCO_train2014_000000310140.jpg
